Name,Property Title,Price,Location,Total_Area,Price_per_SQFT,Description,Baths,Balcony
"Tranquility mastermind kolkata,Mukundapur, Kolkata","3 BHK Flat for sale in Mukundapur, Kolkata",₹69.0 L,"Tranquility mastermind kolkata,Mukundapur, Kolkata",1222,5650.0,"A 3 BHK Apartment for sale in Mukundapur, Kolkata. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Mukundapur's most desired properties. Contact now for more information. This 3 BHK unit is on floor 1. There are 5 floors in this property. The price of this Apartment is Rs 69.0 L. Maintenance charges come to Rs 2000. Each unit has a built-up area of 1222 Square feet. There are 3 bedrooms. There is provision for 2 bathroom. This residential property is near IDEAL COACHING CENTRE, Mukundapur Turun Sindhi school, and Abhirampu...",3,No
"KOUNIK ,Joyshree, Baranagar,Kolkata","3 BHK Flat for sale in Baranagar, Kolkata",₹35.5 L,"KOUNIK ,Joyshree, Baranagar,Kolkata",960,3700.0,"Check out this 3 BHK Apartment for sale in Baranagar, Kolkata. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Apartment is perfect for a modern-day lifestyle. Baranagar is a promising location in Kolkata and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 3. The total number of floors in this project is 4. The property's price is Rs 35.5 L. Residents in this property pay Rs 300 towards maintenance. This property is a modern-day abode, with 960 Square feet built-up area. The unit has 3 bed...",3,Yes
"Kounick,Joyshree, Baranagar,Kolkata","3 BHK Flat for sale in Baranagar, Kolkata",₹34.0 L,"Kounick,Joyshree, Baranagar,Kolkata",960,3540.0,"Best 3 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Kolkata's top location, Baranagar. It is situated on floor 3. The total number of floors in this Apartment is 4. The property price of this unit is Rs 34.0 L. Monthly maintenance costs Rs 300. The carpet area of this unit is 890 Square feet. The built-up area is 960 Square feet. There are 3 bedrooms and 3 bathroom. It is an ideal location for young families with kids, as this property is close to Ramakrishna Mission Ashrama. Baranagore, Ad...",3,No
Annapurna apartment,"2 BHK Flat for sale in Shyamnagar, Kolkata",₹32.0 L,"Gurdah, Shyamnagar,Kolkata",778,4110.0,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Kolkata's top location, Shyamnagar. It is situated on floor 1. The total number of floors in this Apartment is 5. The property price of this unit is Rs 32.0 L. Monthly maintenance costs Rs 250. The carpet area of this unit is 620 Square feet. The built-up area is 778 Square feet. There are 2 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to Rahuta Primary School, Bajrangbali Tempale...",2,Yes
"Joyshree, Baranagar,Kolkata","3 BHK Flat for sale in Baranagar, Kolkata",₹40.0 L,"Joyshree, Baranagar,Kolkata",1300,3080.0,"Best 3 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Kolkata's top location, Baranagar. It is situated on floor 1. The total number of floors in this Apartment is 2. The property price of this unit is Rs 40.0 L. Monthly maintenance costs Rs 0. The built-up area is 1300 Square feet. It is an ideal location for young families with kids, as this property is close to Ramakrishna Mission Ashrama. Baranagore, G D GOENKA Public School, and Adamas International School. Healthcare facility is also cl...",3,Yes
"S N Roy Road,Block E, New Alipore,Kolkata","4 BHK Flat for sale in New Alipore, Kolkata",₹55.0 L,"S N Roy Road,Block E, New Alipore,Kolkata",1500,3670.0,"Check out this 4 BHK Apartment for sale in Alipore, Kolkata. This property is posted by owner and thus there is no need to pay any broker amount. This 4 BHK Apartment is perfect for a modern-day lifestyle. Alipore is a promising location in Kolkata and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 1. The total number of floors in this project is 3. The property's price is Rs 55.0 L. This property is a modern-day abode, with 1500 Square feet built-up area. The carpet-area is 1200 Square feet. It is a West-facing property. The unit has ...",3,No
"Ramkrishnapally, Hridaypur,Kolkata","4 BHK Independent House for sale in Hridaypur, Kolkata",₹60.0 L,"Ramkrishnapally, Hridaypur,Kolkata",2200,2730.0,"4 BHK Independent House for sale in Hridaypur, Kolkata. This 4 BHK unit is available in Hridaypur and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Hridaypur. The price of this Independent House is Rs 60.0 L. Residents in this project also pay monthly maintenance charges of Rs 0. The built-up area is 2200 Square feet. This property is at a walking distance from Narayana Multispeciality Hospital, Jessore Road, Kolkata, Centre For Sight, and Spectra Eye Fou...",4,Yes
"Joyshree, Baranagar,Kolkata","6 BHK Independent House for sale in Baranagar, Kolkata",₹1.0 Cr,"Joyshree, Baranagar,Kolkata",3500,2860.0,"Check out this 6 BHK Independent House for sale in Baranagar, Kolkata. This property is posted by owner and thus there is no need to pay any broker amount. This 6 BHK Independent House is perfect for a modern-day lifestyle. Baranagar is a promising location in Kolkata and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 1.0 Cr. This property is a modern-day abode, with 3500 Square feet built-up area. The unit has 6 bedrooms and 3 bathroom. Educational institutions are closeby with schools such as Ramakrishna Mission Ashrama. ...",1,Yes
Kemia Apartments Lotus Phase II,"1 BHK Flat for sale in Nayabad, Kolkata",₹32.0 L,"Bikash Guha Colony, Nayabad,Kolkata",756,4230.0,"The flat is Vastu compliant. Lift. CCTV. Caretaker. Close to New Garia Metro and railway station. Spencer's mart and good hospitals nearby.  More About This Property Property for sale in Nayabad, Kolkata. This 1 BHK Apartment is located in Kolkata's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 2. The total number of floors in this building is 4. This Apartment's price is Rs 32.0 L. Homebuyers will also need to pay Rs 1200 towards maintenance. The built-up area is 756 Square feet. The property has 1 bedroom and 2 bathroom. This uni...",2,No
"Sonarpur, Kolkata","3 BHK Flat for sale in Sonarpur, Kolkata",₹33.0 L,"Sonarpur, Kolkata",928,3560.0,"3 BHK Apartment for sale in Sonarpur, Kolkata with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Sonarpur which is a promising investment destination in Kolkata. This might be your chance to grab the best 3 BHK property for sale in Sonarpur. The property is on floor 3 and the total number of floors is 4. This 3 BHK Apartment is available at a reasonable price of Rs 33.0 L. Residents also need to pay maintenance charges of Rs 0. The built-up area is 928 Square feet. It enjoys a strategic location with many reputed and multisp...",3,Yes
"The Soul,Action Area III, New Town,Kolkata","2 BHK Flat for sale in New Town, Kolkata",₹80.0 L,"The Soul,Action Area III, New Town,Kolkata",975,8210.0,"2 BHK Apartment for sale in New Town, Kolkata. This 2 BHK unit is available in New Town and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in New Town. It is on floor 16. The total number of floors is 16. The price of this Apartment is Rs 80.0 L. It is a good, spacious Apartment unit with carpet area of 650 Square feet. The built-up area is 975 Square feet. There are 2 bedrooms and 2 bathroom. This property is at a walking distance from Patharghata Primary He...",3,Yes
"Property,Golf Green, Kolkata","2 BHK Flat for sale in Golf Green, Kolkata",₹31.5 L,"Property,Golf Green, Kolkata",700,4500.0,"A 2 BHK Apartment for sale in Golf Green, Kolkata. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Golf Green's most desired properties. Contact now for more information. This 2 BHK unit is on floor 1. There are 3 floors in this property. The price of this Apartment is Rs 31.5 L. Each unit has a built-up area of 700 Square feet. The carpet area is 630 Square feet. This North-East-facing property has an excellent view. There are 2 bedrooms. There is provision for 1 bathroom. This residential property is near Future Foundati...",2,Yes
NBCC Vibgyor Towers,"4 BHK Flat for sale in New Town, Kolkata",₹85.0 L,"Action Area I, New Town,Kolkata",1578,5390.0,"Property for sale in New Town, Kolkata. This 4 BHK Apartment is located in Kolkata's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 8. The total number of floors in this building is 14. Homebuyers will also need to pay Rs 3000 towards maintenance. The built-up area is 1578 Square feet. The property has 4 bedrooms and 4 bathroom. This Apartment is strategically located within close distance of famous healthcare centres such as Fulcrum Health Services, Ohio Hospital, and Tata Medical Center. Schools like The Newtown School,Kolkata, De...",3,Yes
Ma Tara Apartment,"2 BHK Independent House for sale in Paschim Barisha, Kolkata",₹21.0 L,"Sakher Bazar, Paschim Barisha,Kolkata",752,2790.0,"Best 2 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Kolkata's top location, Paschim Barisha. The property price of this unit is Rs 21.0 L. Monthly maintenance costs Rs 300. The carpet area of this unit is 580 Square feet. The built-up area is 752 Square feet. There are 2 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to M P Birla Foundation Higher Secondary School, G.B. Memorial Institution, and Barisha High School. Healthcar...",2,Yes
"Behala chow rasta,Diamond Harbour, Kolkata","4 BHK Independent House for sale in Diamond Harbour, Kolkata",₹38.0 L,"Behala chow rasta,Diamond Harbour, Kolkata",1469,2590.0,"4 BHK Independent House for sale in South 24 Parganas. This property is in Diamond Harbour, which is a coveted investment location. This tastefully designed 4 BHK unit is among South 24 Parganas's best properties. No brokerage to be paid for this property. This 4 BHK property is posted directly by Owner. Contact now for more details. The price of the Independent House is Rs 38.0 L. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1469 Square feet. It has 2 bathroom and 4 bedrooms. Some of the very ...",3,No
"Sarada niketan,Ramchandrapur, Narendrapur,Kolkata","2 BHK Flat for sale in Narendrapur, Kolkata",₹14.0 L,"Sarada niketan,Ramchandrapur, Narendrapur,Kolkata",550,2540.0,"Looking for a 2 BHK Apartment for sale in Kolkata? Your search ends here. Buy this 2 BHK property in Kolkata's finest location, Narendrapur. This is an owner listed property and there is no brokerage involved. It is on floor 3 out of 3 floors. This Apartment is available at a reasonable price of Rs 14.0 L. Maintenance charges in this property is Rs 400. The built up area of this property is 550 Square feet. It is spacious for a family and this property has a carpet area of 550 Square feet. There are 2 bedrooms and 1 bathroom. There are a number of reputed schools in the vicinity such as B D M ...",2,No
"Deshbandhu Nagar, Kolkata","3 BHK Independent House for sale in Deshbandhu Nagar, Kolkata",₹63.0 L,"Deshbandhu Nagar, Kolkata",1200,5250.0,"One of the finest property in Deshbandhu Nagar is now available for sale. This is a 3 BHK Independent House posted directly by owner. Make it yours now. The price of this Independent House is Rs 63.0 L. Other charges when you move into this property include maintenance, which is Rs 0. This Independent House is spacious with a built-up area of 1200 Square feet. This property ensures you are a quick distance away from the city's best schools such as Vedic Maths Forum India, Delhi Public School, New Town, and The Newtown School,Kolkata. It is also close to good and reputed hospitals like Ohio Hos...",3,No
"Rajbari, Dum Dum Cantonment,Kolkata","5 BHK Villa for sale in Dum Dum Cantonment, Kolkata",₹2.5 Cr,"Rajbari, Dum Dum Cantonment,Kolkata",3000,8330.0,"One of the finest property in Dum Dum Cantonment is now available for sale. This is a 5 BHK Villa posted directly by owner. Make it yours now. The price of this Villa is Rs 2.5 Cr. Other charges when you move into this property include maintenance, which is Rs 0. This Villa is spacious with a built-up area of 3000 Square feet. This property ensures you are a quick distance away from the city's best schools such as JT Aviation College Raghunathpur Campus, Debashis Dev Roy Art School, and Kendriya Vidyalaya Ordnance Factory Dumdum. It is also close to good and reputed hospitals like ILS Hospital...",4,Yes
"Panchanan Tala, Behala,Kolkata","8 BHK Independent House for sale in Behala, Kolkata",₹58.0 L,"Panchanan Tala, Behala,Kolkata",2000,2900.0,"8 BHK Independent House for sale in Behala, Kolkata. This 8 BHK unit is available in Behala and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Behala. The total number of floors is 2. The price of this Independent House is Rs 58.0 L. Residents in this project also pay monthly maintenance charges of Rs 0. The built-up area is 2000 Square feet. This property is at a walking distance from Pulse Diagnostics, B.P. PODDAR HOSPITAL & MEDICAL RESEARCH LTD., and Be...",4,Yes
"Jagannathgarh, Mahheshtala,Kolkata","3 BHK Flat for sale in Mahheshtala, Kolkata",₹45.0 L,"Jagannathgarh, Mahheshtala,Kolkata",1215,3700.0,"Looking for a 3 BHK Apartment for sale in Kolkata? Your search ends here. Buy this 3 BHK property in Kolkata's finest location, Maheshtala. This is an owner listed property and there is no brokerage involved. It is on floor 13 out of 14 floors. This Apartment is available at a reasonable price of Rs 45.0 L. Maintenance charges in this property is Rs 0. The built up area of this property is 1215 Square feet. There are a number of reputed schools in the vicinity such as Saini International School - Maheshtala, Edutech computer training centre, and New Horizon English School. Medical facility is ...",3,No
"Noapara, Barasat,Kolkata","2 BHK Independent House for sale in Barasat, Kolkata",₹59.0 L,"Noapara, Barasat,Kolkata",3600,1640.0,"2 BHK Independent House for sale in Barasat, Kolkata. This 2 BHK unit is available in Barasat and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Barasat. The price of this Independent House is Rs 59.0 L. Residents in this project also pay monthly maintenance charges of Rs 2. It is a good, spacious Independent House unit with carpet area of 2500 Square feet. The built-up area is 3600 Square feet. There are 2 bedrooms and 2 bathroom. This property is at a wa...",2,Yes
"Goa Bagan, Maniktala,Kolkata","5 BHK Independent House for sale in Maniktala, Kolkata",₹1.0 Cr,"Goa Bagan, Maniktala,Kolkata",1300,7690.0,"Check out this 5 BHK Independent House for sale in Maniktala, Kolkata. This property is posted by owner and thus there is no need to pay any broker amount. This 5 BHK Independent House is perfect for a modern-day lifestyle. Maniktala is a promising location in Kolkata and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 1.0 Cr. This property is a modern-day abode, with 1300 Square feet built-up area. The carpet-area is 1000 Square feet. The unit has 5 bedrooms and 2 bathroom. Educational institutions are closeby with schools ...",3,No
"Jagannathgarh, Mahheshtala,Kolkata","5 BHK Independent House for sale in Mahheshtala, Kolkata",₹35.0 L,"Jagannathgarh, Mahheshtala,Kolkata",1500,2330.0,"5 BHK Independent House for sale in Maheshtala, Kolkata with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Maheshtala which is a promising investment destination in Kolkata. This might be your chance to grab the best 5 BHK property for sale in Maheshtala. This 5 BHK Independent House is available at a reasonable price of Rs 35.0 L. Residents also need to pay maintenance charges of Rs 0. The built-up area is 1500 Square feet. This property has provision for 3 bathroom. It enjoys a strategic location with many reputed ...",3,Yes
"Merlin Emerald ,Shibrampur, Mahheshtala,Kolkata","2 BHK Flat for sale in Mahheshtala, Kolkata",₹15.0 L,"Merlin Emerald ,Shibrampur, Mahheshtala,Kolkata",680,2210.0,"A 2 BHK Apartment for sale in Maheshtala, Kolkata. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Maheshtala's most desired properties. Contact now for more information. This 2 BHK unit is on floor 3. There are 4 floors in this property. The price of this Apartment is Rs 15.0 L. Each unit has a built-up area of 680 Square feet. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near Saini International School - Maheshtala, Nangi High School (H.S), and Maheshtala High School (H.S). It is ...",2,Yes
"Haridevpur, Paschim Putiary,Kolkata","1 BHK Flat for sale in Paschim Putiary, Kolkata",₹11.5 L,"Haridevpur, Paschim Putiary,Kolkata",508,2260.0,"1BHK 508 sft super built-up area semi furnished resale flat(1st floor )for immediate sale at Haridevpur Sodepur (Dakshinpara ), no balcony  More About This Property One of the finest property in Paschim Putiary is now available for sale. This is a 1 BHK Apartment posted directly by owner. Make it yours now. It is on floor 2. It is a 3 storeyed building. The price of this Apartment is Rs 11.5 L. Other charges when you move into this property include maintenance, which is Rs 300. This Apartment is spacious with a built-up area of 508 Square feet. The carpet area is 370 Square feet. It is a North...",2,Yes
Ideal Residency,"2 BHK Flat for sale in Kankurgachi, Kolkata",₹1.25 Cr,"Kankurgachi, Kolkata",1235,10120.0,"One of the finest property in Kankurgachi is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 1. It is a 10 storeyed building. The price of this Apartment is Rs 1.25 Cr. This Apartment is spacious with a built-up area of 1235 Square feet. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Hariyana Vidya Mandir, Debi's Premier Makeup, and Bhavan’s Gangabux Kanoria Vidyamandir [ Bharatiya Vidya Bhavan ]. It is also close to good and reputed hospitals like Apollo...",3,No
Hiland Greens,"2 BHK Flat for sale in Mahheshtala, Kolkata",₹17.0 L,"Jagannathgarh, Mahheshtala,Kolkata",712,2390.0,"Check out this 2 BHK Apartment for sale in Maheshtala, Kolkata. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Maheshtala is a promising location in Kolkata and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 7. The total number of floors in this project is 14. The property's price is Rs 17.0 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 712 Square feet built-up area. Educational insti...",2,Yes
"Philips Colony, Purba Barisha,Kolkata","3 BHK Independent House for sale in Purba Barisha, Kolkata",₹1.4 Cr,"Philips Colony, Purba Barisha,Kolkata",1650,8480.0,"Check out this 3 BHK Independent House for sale in Purba Barisha, Kolkata. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Independent House is perfect for a modern-day lifestyle. Purba Barisha is a promising location in Kolkata and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 1.4 Cr. This property is a modern-day abode, with 1650 Square feet built-up area. The carpet-area is 1650 Square feet. The unit has 3 bedrooms and 3 bathroom. Educational institutions are closeby with ...",3,Yes
"Amar Iccha Apartment,Kustia, Kolkata","4 BHK Flat for sale in Kustia, Kolkata",₹95.0 L,"Amar Iccha Apartment,Kustia, Kolkata",1667,5700.0,"Looking for a good 4 BHK Apartment in Kustia, Kolkata? This property is in one of Kolkata's most popular locations. This is a no brokerage property. The property is on floor 3. Total number of floors is 4. Maintenance charges of this property is Rs 2500. This Apartment is available for Rs 95.0 L. This modern unit has a built-up area of 1667 Square feet. There are 4 bedrooms and 3 bathroom. Lift is available in this Apartment. This is a gated community. Cctv facility is provided to ensure safety. Sports enthusiasts have multiple options such as Intercom, Community Hall. This property also enjoy...",3,Yes
"Nishchintapur, Budge Budge,Kolkata","3 BHK Flat for sale in Budge Budge, Kolkata",₹30.0 L,"Nishchintapur, Budge Budge,Kolkata",1100,2730.0,"Looking for a 3 BHK Apartment for sale in Kolkata? Your search ends here. Buy this 3 BHK property in Kolkata's finest location, Budge Budge. This is an owner listed property and there is no brokerage involved. It is on floor 3 out of 6 floors. This Apartment is available at a reasonable price of Rs 30.0 L. The built up area of this property is 1100 Square feet. It is spacious for a family and this property has a carpet area of 1040 Square feet. There are 3 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as BBIT Public School CBSE board, Shaw Paan Shop, and P...",3,No
"S N Roy Road,Sahapur, New Alipore,Kolkata","4 BHK Flat for sale in New Alipore, Kolkata",₹55.0 L,"S N Roy Road,Sahapur, New Alipore,Kolkata",1380,3980.0,"URGENT SALE.
2mins walk from Taratala metro station.
4BHK Flat available for immediate Sale on 3rd Floor in New Alipore with 2 bathrooms, Balcony and covered Parking. Super built up 1,500 SqFt with complete marble flooring and tiles in bathroom. Pls note: No lift in building. Age of property 30+ years. No stamp duty applicable on purchase. More About This Property One of the finest property in Alipore is now available for sale. This is a 4 BHK Apartment posted directly by owner. Make it yours now. It is on floor 3. It is a 3 storeyed building. The price of this Apartment is Rs 55.0 L. Other ch...",3,No
"Noapara ,Joyshree, Baranagar,Kolkata","3 BHK Flat for sale in Baranagar, Kolkata",₹34.0 L,"Noapara ,Joyshree, Baranagar,Kolkata",960,3540.0,"Best 3 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Kolkata's top location, Baranagar. It is situated on floor 3. The total number of floors in this Apartment is 4. The property price of this unit is Rs 34.0 L. The built-up area is 960 Square feet. There are 3 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to Ramakrishna Mission Ashrama. Baranagore, Adamas International School, and G D GOENKA Public School. Healthcare facility is als...",3,Yes
"Noapara, Barasat,Kolkata","2 BHK Independent House for sale in Barasat, Kolkata",₹59.5 L,"Noapara, Barasat,Kolkata",6594,902000.0,"One of the finest property in Barasat is now available for sale. This is a 2 BHK Independent House posted directly by owner. Make it yours now. Other charges when you move into this property include maintenance, which is Rs 1. This Independent House is spacious with a built-up area of 6594 Square feet. The carpet area is 1896 Square feet. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Tally Academy Barasat, Barasat Indira Gandhi Memorial High School, and Barasat Mahatma Gandhi Memorial High School. It is also close ...",6,Yes
 Vishwakarma Building,"2 BHK Flat for sale in Topsia, Kolkata",₹20.0 L,"Seal Lane, Topsia,Kolkata",850,2350.0,"Check out this 2 BHK Apartment for sale in Tangra, Kolkata. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Tangra is a promising location in Kolkata and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 4. The total number of floors in this project is 4. The property's price is Rs 20.0 L. Residents in this property pay Rs 300 towards maintenance. This property is a modern-day abode, with 850 Square feet built-up area. The carpet-area is 650 S...",3,Yes
"Binoy Pally, Natagarh,Kolkata","2 BHK Independent House for sale in Natagarh, Kolkata",₹35.0 L,"Binoy Pally, Natagarh,Kolkata",3254,1070.0,"Property for sale in Natagarh, Kolkata. This 2 BHK Independent House is located in Kolkata's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 35.0 L. The built-up area is 3254 Square feet. The property has 2 bedrooms and 1 bathroom. This Independent House is strategically located within close distance of famous healthcare centres such as The Redemption De-addiction Center, Little Smiles Dental Clinic, and Panihati State General Hospital. Schools like Guru Nanak Institute of Hotel Management | best hotel managemen...",6,Yes
Bhawani Dreams,"2 BHK Flat for sale in North Dum Dum, Kolkata",₹95.0 L,"Bediapara, North Dum Dum,Kolkata",1180,8050.000000000001,"2 BHK Apartment for sale in Dum Dum, Kolkata. This 2 BHK unit is available in Dum Dum and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Dum Dum. It is on floor 3. The total number of floors is 6. The price of this Apartment is Rs 95.0 L. The built-up area is 1180 Square feet. There are 2 bedrooms and 2 bathroom. This property is at a walking distance from ILS Hospitals, Dumdum, Rise Rehab Addiction Mental Care, and ivf infertility hospital (IIH). The city...",3,Yes
"Subodhbala Complex,Picnic Garden, Kolkata","2 BHK Flat for sale in Picnic Garden, Kolkata",₹20.0 L,"Subodhbala Complex,Picnic Garden, Kolkata",650,3080.0,"Check out this 2 BHK Apartment for sale in Tiljala, Kolkata. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Tiljala is a promising location in Kolkata and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 2. The total number of floors in this project is 4. The property's price is Rs 20.0 L. Residents in this property pay Rs 506 towards maintenance. This property is a modern-day abode, with 650 Square feet built-up area. The unit has 2 bedroom...",2,No
"Debika Apartment,South Roy Nagar, Bramhapur,Kolkata","2 BHK Flat for sale in Bramhapur, Kolkata",₹16.0 L,"Debika Apartment,South Roy Nagar, Bramhapur,Kolkata",660,2420.0,"2 BHK Apartment for sale in Bramhapur, Kolkata. This 2 BHK unit is available in Bramhapur and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Bramhapur. It is on floor 0. The total number of floors is 2. The price of this Apartment is Rs 16.0 L. Residents in this project also pay monthly maintenance charges of Rs 300. The built-up area is 660 Square feet. There are 2 bedrooms and 2 bathroom. This property is at a walking distance from IRIS MULTISPECIALITY H...",2,No
"Greater Bakul Bithi, Thakurpukur,Kolkata","6 BHK Independent House for sale in Thakurpukur, Kolkata",₹1.2 Cr,"Greater Bakul Bithi, Thakurpukur,Kolkata",1600,7500.0,"Best 6 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 6 BHK property for sale in one of Kolkata's top location, Thakurpukur. The property price of this unit is Rs 1.2 Cr. Monthly maintenance costs Rs 0. The built-up area is 1600 Square feet. It is an ideal location for young families with kids, as this property is close to Classmate Kids Play School, Alipore Girls' & Boys' High School, Joka Branch, and Barisha Vivekananda Girls High School. Healthcare facility is also close at hand with Medical College Hospital, Pulse...",3,Yes
"Roopsikha appartment ,Birendranagar Colony, Belgachia,Kolkata","3 BHK Flat for sale in Belgachia, Kolkata",₹50.0 L,"Roopsikha appartment ,Birendranagar Colony, Belgachia,Kolkata",1075,4650.0,"One of the finest property in Belgachia is now available for sale. This is a 3 BHK Apartment posted directly by owner. Make it yours now. It is on floor 4. It is a 5 storeyed building. The price of this Apartment is Rs 50.0 L. Other charges when you move into this property include maintenance, which is Rs 1100. This Apartment is spacious with a built-up area of 1075 Square feet. The carpet area is 800 Square feet. There are 3 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Hariyana Vidya Mandir, Debashis Dev Roy Art School, and ...",3,No
"Bediapara, North Dum Dum,Kolkata","3 BHK Independent House for sale in North Dum Dum, Kolkata",₹1.7 Cr,"Bediapara, North Dum Dum,Kolkata",1900,8950.0,"Check out this 3 BHK Independent House for sale in North Dum Dum, Kolkata. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Independent House is perfect for a modern-day lifestyle. North Dum Dum is a promising location in Kolkata and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 1.7 Cr. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 1900 Square feet built-up area. The carpet-area is 200 Square feet. The unit has 3 bedrooms an...",3,Yes
"Purti Flowers,Jagannathgarh, Mahheshtala,Kolkata","3 BHK Independent House for sale in Mahheshtala, Kolkata",₹45.0 L,"Purti Flowers,Jagannathgarh, Mahheshtala,Kolkata",1000,4500.0,"Looking for a 3 BHK Independent House for sale in Kolkata? Your search ends here. Buy this 3 BHK property in Kolkata's finest location, Maheshtala. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 45.0 L. The built up area of this property is 1000 Square feet. There are 3 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as Saini International School - Maheshtala, Edutech computer training centre, and New Horizon English School. Medical facility is also close at hand with names...",3,No
"Gostotala New Scheme, Kamdahari,Kolkata","3 BHK Independent House for sale in Kamdahari, Kolkata",₹1.0 Cr,"Gostotala New Scheme, Kamdahari,Kolkata",3500,2860.0,"Property for sale in Garia, Kolkata. This 3 BHK Independent House is located in Kolkata's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 1.0 Cr. Homebuyers will also need to pay Rs 0 towards maintenance. This Independent House is a spacious unit, with carpet area of 3200 Square feet and is ideal for families. The built-up area is 3500 Square feet. The property has 3 bedrooms and 3 bathroom. This Independent House is strategically located within close distance of famous healthcare centres such as Peerless Hospit...",1,Yes
"Pal Para, Mahheshtala,Kolkata","2 BHK Independent House for sale in Mahheshtala, Kolkata",₹30.0 L,"Pal Para, Mahheshtala,Kolkata",720,4170.0,"Best 2 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Kolkata's top location, Batanagar. The property price of this unit is Rs 30.0 L. Monthly maintenance costs Rs 0. The built-up area is 720 Square feet. It is an ideal location for young families with kids, as this property is close to Nangi High School (H.S), Carmel School, and Nungi Balika Vidyalaya. Healthcare facility is also close at hand with Service Dispensary Batanagar( ESI), Matri Sadan Hospital, and Apollo Hospital Hiland n...",2,Yes
